meankl,MpbtA,EpisodesSoFar,AttC,MtR,surrgain,TimestepsSoFar,TtR,Tmt,entropy,entloss,Tmc,MpbtN,optimgain,Tbt,Ptt,TimeElapsed,AttNC
0.004817416,71.94449808834712,2790,7.825396825396825,-11.795083181796421,0.0016228395,219829,-167.46031746031747,59.507936507936506,0.3522346,0.0,45.53968253968254,28.055501911652854,0.0016228395,243744.50793650793,58.00789843939345,5989.599807739258,2.1746031746031744
0.0027173276,74.20514308189686,2854,5.796875,-10.96964556209489,0.001406592,229867,-152.03125,58.859375,0.36401987,0.0,46.203125,25.794856918103125,0.001406592,241088.0,57.38919105287547,6113.5541706085205,4.203125
0.0036991772,76.00624247125732,2917,6.904761904761905,-9.997256243703998,0.0013963794,239889,-139.68253968253967,58.19047619047619,0.34224263,0.0,46.87301587301587,23.993757528742673,0.0013963794,238348.19047619047,56.75711525876011,6234.7541427612305,3.0952380952380953
0.004831289,74.30358142055745,2981,5.078125,-10.799265088775602,0.0019993698,250000,-150.15625,58.234375,0.3754694,0.0,46.859375,25.696418579442533,0.0019993698,238528.0,56.784198609741,6358.022899150848,4.921875
0.00485655,75.86609832485534,3045,6.984375,-10.068917166081691,0.0014793414,259956,-140.9375,58.5625,0.33038074,0.0,46.53125,24.133901675144664,0.0014793414,239872.0,57.095292938950216,6476.039051771164,3.015625
0.0036310193,74.84445020835825,3108,4.476190476190476,-10.641555066059173,0.0014222821,269958,-147.46031746031747,58.65079365079365,0.34861884,0.0,46.41269841269841,25.15554979164173,0.0014222821,240233.6507936508,57.1911519938821,6597.3200426101685,5.523809523809524
0.0028184608,73.0384136683747,3170,6.564516129032258,-10.829925350279197,0.0017796502,279980,-159.67741935483872,59.04838709677419,0.3487502,0.0,46.016129032258064,26.961586331625316,0.0017796502,241862.1935483871,57.56212870326572,6716.830490112305,3.435483870967742
0.004402424,75.76778707271654,3232,4.870967741935484,-10.189389035472962,0.0014320357,289854,-142.41935483870967,58.87096774193548,0.32776952,0.0,46.274193548387096,24.23221292728345,0.0014320357,241135.48387096773,57.358508558033364,6832.133696317673,5.129032258064516
0.0029781293,76.3579451138501,3296,5.046875,-9.831588792744244,0.0014499386,299873,-134.6875,57.015625,0.3234407,0.0,48.140625,23.642054886149893,0.0014499386,233536.0,55.60269084401263,6950.976443529129,4.953125
0.0032839484,74.91129395994102,3361,5.6,-10.409665069553975,0.001677984,310000,-143.69230769230768,57.43076923076923,0.30905133,0.0,47.707692307692305,25.088706040058984,0.001677984,235236.43076923076,56.00126578917467,7070.0709664821625,4.4
0.005206174,76.52104420824614,3425,4.96875,-10.279488771340459,0.0023295279,319838,-135.78125,57.859375,0.34690082,0.0,47.265625,23.47895579175385,0.0023295279,236992.0,56.41587509883843,7191.064300298691,5.03125
0.002186528,75.70388415963605,3490,7.8307692307692305,-9.800162509241753,0.0014490738,329872,-138.6153846153846,57.04615384615385,0.34003243,0.0,48.07692307692308,24.296115840363957,0.0014490738,233661.04615384617,55.64615977479291,7309.87525343895,2.169230769230769
0.005773966,74.60280134472748,3555,7.2,-10.33196141632621,0.001911267,339992,-151.84615384615384,59.323076923076925,0.29755244,0.0,45.723076923076924,25.3971986552725,0.001911267,242987.3230769231,57.83458269488472,7427.1940331459045,2.8
0.0072954064,74.02249508352118,3618,3.9682539682539684,-10.9925173673707,0.0031933044,349870,-150.31746031746033,57.95238095238095,0.34460437,0.0,47.23809523809524,25.97750491647883,0.0031933044,237372.95238095237,56.46994486566205,7550.925354480743,6.031746031746032
0.0029011152,75.16173889567445,3682,6.4375,-10.130433522019807,0.0015287232,359903,-144.21875,57.59375,0.2953918,0.0,47.546875,24.838261104325568,0.0015287232,235904.0,56.1544407991844,7666.8728675842285,3.5625
0.003968034,76.57794343817939,3748,4.590909090909091,-10.12345399785399,0.0019553157,369863,-134.54545454545453,57.45454545454545,0.32340002,0.0,47.68181818181818,23.422056561820597,0.0019553157,235333.81818181818,56.02832471822829,7787.233061075211,5.409090909090909
0.0062986873,76.58334072330548,3812,5.46875,-9.58827732234057,0.0030952587,379873,-133.125,56.953125,0.36064163,0.0,48.203125,23.416659276694503,0.0030952587,233280.0,55.5431383716276,7907.232787370682,4.53125
0.0043839165,72.24447823362702,3878,8.56060606060606,-11.031781118628562,0.0016724217,389934,-164.6969696969697,58.5,0.34457076,0.0,46.63636363636363,27.755521766372972,0.0016724217,239616.0,57.01399885574388,8022.430254936218,1.4393939393939394
0.004073258,73.79836242723277,3941,7.380952380952381,-10.46044202295352,0.0019336008,399909,-153.96825396825398,58.142857142857146,0.31927353,0.0,46.95238095238095,26.201637572767243,0.0019336008,238153.14285714287,56.69520384048274,8137.673748970032,2.619047619047619
0.0031224592,76.9703000480112,4005,6.6875,-9.944820743294965,0.0018426209,409928,-136.09375,58.921875,0.3446128,0.0,46.15625,23.029699951988817,0.0018426209,241344.0,57.44140985814358,8252.222872018814,3.3125
0.0052408846,76.05595963388377,4070,6.815384615384615,-9.93486354463993,0.0019155468,419973,-138.76923076923077,57.89230769230769,0.3341819,0.0,47.16923076923077,23.9440403661162,0.0019155468,237126.8923076923,56.47694876538732,8368.208680152893,3.1846153846153844
0.004909097,74.30580279317053,4133,6.825396825396825,-10.374033271525187,0.0018815834,429920,-150.95238095238096,58.0,0.29092506,0.0,47.19047619047619,25.694197206829458,0.0018815834,237568.0,56.512785968097425,8485.269469976425,3.1746031746031744
0.004635158,74.67251456500867,4196,5.571428571428571,-10.114992714031981,0.0020078158,439872,-142.6984126984127,56.17460317460318,0.3095405,0.0,49.03174603174603,25.327485434991342,0.0020078158,230091.17460317462,54.78285476728973,8603.365967988968,4.428571428571429
0.0056079435,76.21420647815336,4259,5.968253968253968,-9.955286492332716,0.0025112412,449962,-136.66666666666666,57.36507936507937,0.3192068,0.0,47.80952380952381,23.7857935218466,0.0025112412,234967.3650793651,55.922446045629194,8719.169360399246,4.031746031746032
0.0046119276,74.89735323001229,4323,6.5,-10.490253333611694,0.0018820594,459956,-141.875,56.546875,0.32975513,0.0,48.515625,25.102646769987725,0.0018820594,231616.0,55.20508522971252,8831.344798088074,3.5
0.003494049,75.84183647944135,4386,6.555555555555555,-9.884802095751393,0.001527333,469962,-140.63492063492063,58.06349206349206,0.309561,0.0,47.0,24.15816352055867,0.001527333,237828.0634920635,56.63628831702481,8947.702988624573,3.4444444444444446
0.0034181622,76.68434168317867,4449,5.746031746031746,-9.518677361331335,0.0016624926,479844,-132.22222222222223,56.57142857142857,0.3304456,0.0,48.6031746031746,23.31565831682135,0.0016624926,231716.57142857142,55.17335488916542,9068.513870954514,4.253968253968254
0.0042250575,75.55430058596409,4513,5.90625,-9.952313078178985,0.0021310542,489941,-141.875,57.484375,0.29314825,0.0,47.578125,24.445699414035904,0.0021310542,235456.0,56.09112400540013,9186.040639162064,4.09375
0.0036795074,75.44225902642809,4579,4.303030303030303,-10.03232360888894,0.0017462603,499985,-136.21212121212122,55.515151515151516,0.31760824,0.0,49.74242424242424,24.557740973571935,0.0017462603,227390.0606060606,54.13592686906711,9309.688657522202,5.696969696969697
0.004284645,73.98290143908049,4643,5.6875,-10.35872202858349,0.002026335,509924,-145.15625,56.265625,0.33590132,0.0,48.984375,26.017098560919525,0.002026335,230464.0,54.8471025890753,9425.991595029831,4.3125
0.003956911,76.72769313624214,4706,6.650793650793651,-9.521921478538129,0.0018244422,519872,-135.23809523809524,57.58730158730159,0.3077824,0.0,47.507936507936506,23.27230686375787,0.0018244422,235877.5873015873,56.17331142461765,9541.521951198578,3.3492063492063493
0.0041047265,78.16047017730786,4772,5.196969696969697,-9.051481537680063,0.0017218066,529997,-124.84848484848484,57.484848484848484,0.3441002,0.0,47.666666666666664,21.839529822692096,0.0017218066,235457.9393939394,56.04902378625733,9659.890170812607,4.803030303030303
0.0047803423,75.39843744999675,4836,5.953125,-9.954566759220912,0.0024670826,539960,-143.125,58.171875,0.34331858,0.0,46.875,24.601562550003237,0.0024670826,238272.0,56.74729029953817,9781.082873106003,4.046875
0.0022873357,76.80467495029524,4901,6.8,-9.24932957136954,0.0014052273,549928,-132.15384615384616,56.61538461538461,0.34314692,0.0,48.55384615384615,23.195325049704728,0.0014052273,231896.61538461538,55.21733846067638,9891.502975463867,3.2
0.004064809,76.30211875411713,4964,6.984126984126984,-9.55362812645179,0.0020854804,559899,-139.20634920634922,58.53968253968254,0.32976878,0.0,46.6031746031746,23.697881245882883,0.0020854804,239778.53968253967,57.04837054489255,10003.263074159622,3.015873015873016
0.0036925634,77.04608668998107,5028,5.875,-9.378854964371738,0.0016815573,569969,-132.65625,57.375,0.33030578,0.0,47.828125,22.953913310018923,0.0016815573,235008.0,55.918897668707174,10116.565906763077,4.125
0.0030026217,76.59694713705736,5092,5.484375,-9.412868517033464,0.0017828435,579871,-133.90625,57.125,0.319275,0.0,47.921875,23.40305286294264,0.0017828435,233984.0,55.75912481009349,10230.426195144653,4.515625
0.002712514,76.93967092730908,5157,5.984615384615385,-9.287993296291718,0.0012954016,589941,-130.76923076923077,56.707692307692305,0.31762323,0.0,48.47692307692308,23.06032907269093,0.0012954016,232274.70769230768,55.296889799679114,10347.636797904968,4.015384615384615
0.004431881,77.35535577938982,5222,4.2615384615384615,-9.240559919911647,0.0018732733,599870,-127.53846153846153,56.43076923076923,0.31653726,0.0,48.723076923076924,22.644644220610157,0.0018732733,231140.43076923076,55.05210370110812,10461.192374706268,5.7384615384615385
0.0062463977,78.93072652363838,5288,4.53030303030303,-8.926083239647838,0.0025751418,609855,-120.15151515151516,57.0,0.35298023,0.0,48.10606060606061,21.06927347636159,0.0025751418,233472.0,55.6123484027721,10570.914634466171,5.46969696969697
0.004962423,76.98102256626508,5355,7.014925373134329,-9.375053292001748,0.0023956012,619929,-131.49253731343285,56.74626865671642,0.3540236,0.0,48.43283582089552,23.018977433734907,0.0023956012,232432.71641791044,55.33699498109447,10678.980766057968,2.985074626865672
0.0042988597,77.33069900276512,5421,6.878787878787879,-9.405275073064326,0.0021445167,629938,-129.84848484848484,57.121212121212125,0.34719774,0.0,48.015151515151516,22.669300997234867,0.0021445167,233968.48484848486,55.712022871393344,10790.81791639328,3.121212121212121
0.0058713136,76.1876390688936,5488,7.08955223880597,-9.710167352207122,0.002658415,639914,-133.88059701492537,56.08955223880597,0.34880593,0.0,49.07462686567164,23.81236093110642,0.002658415,229742.80597014926,54.7239703226166,10898.997210979462,2.91044776119403
0.0030910058,76.30251113405596,5554,6.863636363636363,-9.631935851167443,0.0019002308,649879,-132.72727272727272,55.90909090909091,0.3595308,0.0,49.28787878787879,23.697488865944035,0.0019002308,229003.63636363635,54.53700999774495,11011.320901870728,3.1363636363636362
0.004651913,77.073495098965,5620,6.606060606060606,-9.430753055712733,0.0020928711,659862,-131.06060606060606,56.95454545454545,0.3499483,0.0,48.196969696969695,22.926504901034964,0.0020928711,233285.81818181818,55.54749642983611,11123.824028253555,3.393939393939394
0.0037908817,78.8528362650443,5688,5.573529411764706,-8.925334849148514,0.0019532877,669985,-119.8529411764706,56.720588235294116,0.3218936,0.0,48.38235294117647,21.147163734955665,0.0019532877,232327.5294117647,55.34958353701616,11241.051626205444,4.426470588235294
0.003998123,78.4520090584343,5754,4.363636363636363,-8.78452647522416,0.001961919,679881,-118.03030303030303,54.75757575757576,0.32474816,0.0,50.515151515151516,21.547990941565697,0.001961919,224287.0303030303,53.41074155168511,11356.382288455963,5.636363636363637
0.00495165,77.1247368407485,5820,4.2727272727272725,-9.460754137431653,0.0021190771,689870,-128.93939393939394,56.60606060606061,0.36168325,0.0,48.54545454545455,22.87526315925152,0.0021190771,231858.42424242425,55.218234387572366,11473.330036401749,5.7272727272727275
0.0046393303,76.68021870538725,5885,6.123076923076923,-9.567425784137749,0.00177071,699998,-137.07692307692307,58.52307692307692,0.35222617,0.0,46.50769230769231,23.319781294612742,0.00177071,239710.52307692307,57.08731537748349,11578.884886026382,3.876923076923077
0.0032862464,76.83128863476354,5951,4.393939393939394,-9.188966487268607,0.0017111112,709925,-128.33333333333334,55.53030303030303,0.29885167,0.0,49.696969696969695,23.168711365236447,0.0017111112,227452.12121212122,54.16456633204379,11690.742362737656,5.606060606060606
0.0052722106,77.67829583347176,6018,3.8059701492537314,-9.23276768355635,0.002378595,720000,-123.28358208955224,55.47761194029851,0.33887237,0.0,49.71641791044776,22.321704166528217,0.002378595,227236.2985074627,54.13131439831295,11801.959630727768,6.1940298507462686
0.0030463,78.34169505309119,6083,5.569230769230769,-8.737428234038571,0.0019699982,729967,-122.92307692307692,56.76923076923077,0.34453222,0.0,48.41538461538462,21.658304946908828,0.0019699982,232526.76923076922,55.35604481575351,11911.510048627853,4.430769230769231
0.0030506128,78.77688568361052,6150,5.2835820895522385,-8.849526731191165,0.0020707534,739902,-122.38805970149254,57.32835820895522,0.33070838,0.0,47.74626865671642,21.223114316389484,0.0020707534,234816.9552238806,55.938057379875374,12023.434869766235,4.7164179104477615
0.0032145788,78.79971733577715,6216,5.575757575757576,-8.59795887383521,0.00159847,749907,-118.93939393939394,56.303030303030305,0.3226996,0.0,48.84848484848485,21.200282664222883,0.00159847,230617.21212121213,54.929898043166084,12136.122169733047,4.424242424242424
0.006099612,77.5389954653243,6282,4.590909090909091,-9.3405602960776,0.0026582745,759864,-126.51515151515152,56.15151515151515,0.30943972,0.0,49.0,22.461004534675677,0.0026582745,229996.60606060605,54.78729081221592,12248.55156826973,5.409090909090909
0.0041946117,78.23122514711352,6349,3.8059701492537314,-8.899703021614036,0.0016153549,769979,-120.29850746268657,55.38805970149254,0.31621352,0.0,49.865671641791046,21.768774852886448,0.0016153549,226869.49253731343,54.01686211106037,12358.760877370834,6.1940298507462686
0.005046909,78.12388904772992,6415,3.742424242424242,-9.070953718260428,0.0021800708,779985,-123.93939393939394,56.53030303030303,0.36201137,0.0,48.621212121212125,21.876110952270068,0.0021800708,231548.12121212122,55.145995428238834,12469.048316717148,6.257575757575758
0.0039193593,68.96206067495375,6476,7.426229508196721,-12.569397772155032,0.0031479113,789851,-194.75409836065575,61.52459016393443,0.42561257,0.0,43.49180327868852,31.037939325046253,0.0031479113,252004.7213114754,59.924343320654636,12572.703481197357,2.5737704918032787
0.0047154385,74.14789408270028,6541,5.7846153846153845,-10.406676693430347,0.0022114099,799951,-154.6153846153846,58.8,0.34652495,0.0,46.276923076923076,25.85210591729973,0.0022114099,240844.8,57.32248264954719,12679.194605827332,4.2153846153846155
0.004418791,77.89949883438136,6606,3.5846153846153848,-9.13421108218355,0.0022866323,809858,-124.61538461538461,56.353846153846156,0.32790098,0.0,48.84615384615385,22.10050116561862,0.0022866323,230825.35384615386,54.957216878292535,12790.545912027359,6.415384615384616
0.005434014,78.85572138998079,6673,4.91044776119403,-8.577328641563406,0.002483786,819981,-117.31343283582089,55.43283582089552,0.32519868,0.0,49.76119402985075,21.14427861001923,0.002483786,227052.89552238805,54.08821058092672,12897.798990011215,5.08955223880597
0.005013506,78.23202423755481,6740,5.373134328358209,-8.864982178466164,0.0031243719,829978,-124.02985074626865,56.55223880597015,0.3306852,0.0,48.61194029850746,21.767975762445182,0.0031243719,231637.97014925373,55.16062110279511,13007.328151464462,4.626865671641791
0.0038094297,79.08085321689643,6805,4.723076923076923,-8.531285482755425,0.0022000861,839886,-118.15384615384616,56.292307692307695,0.34719324,0.0,48.84615384615385,20.919146783103542,0.0022000861,230573.29230769232,54.927152561194625,13114.290608167648,5.276923076923077
0.004723872,75.01905649559271,6866,5.983606557377049,-9.880345480852817,0.0023912105,849847,-147.04918032786884,58.459016393442624,0.3821496,0.0,46.65573770491803,24.980943504407325,0.0023912105,239448.131147541,56.986072703618454,13218.903501272202,4.016393442622951
0.0059988336,74.93036684617725,6930,5.671875,-9.959427661914285,0.00265912,859861,-147.8125,57.921875,0.32385364,0.0,47.1875,25.069633153822753,0.00265912,237248.0,56.48043459034413,13325.536900281906,4.328125
0.0048939637,77.82989155428264,6997,4.925373134328358,-8.86549038816806,0.002214076,869969,-120.74626865671642,54.791044776119406,0.31110945,0.0,50.46268656716418,22.170108445717325,0.002214076,224424.1194029851,53.453399818828714,13436.052706956863,5.074626865671642
0.0043017934,78.86428266015285,7064,4.656716417910448,-8.596517674889007,0.0016964359,879966,-118.95522388059702,56.134328358208954,0.30113694,0.0,49.04477611940298,21.13571733984716,0.0016964359,229926.20895522388,54.75863382671279,13542.762141942978,5.343283582089552
0.0042064656,78.55541763960795,7130,4.5,-8.740833218779613,0.0023624524,889879,-119.54545454545455,55.984848484848484,0.32407779,0.0,49.166666666666664,21.44458236039202,0.0023624524,229313.9393939394,54.63065866149232,13651.48822593689,5.5
0.004990985,78.05402485179195,7197,5.686567164179104,-8.821333437453792,0.0019053564,899996,-126.11940298507463,57.149253731343286,0.3105705,0.0,48.04477611940298,21.94597514820805,0.0019053564,234083.3432835821,55.70967728113241,13758.786689519882,4.313432835820896
0.00391024,77.7093804127506,7263,4.5,-9.09160361302143,0.002101954,909906,-123.33333333333333,55.27272727272727,0.30739287,0.0,49.95454545454545,22.2906195872494,0.002101954,226397.0909090909,53.92185570681278,13869.4031624794,5.5
0.0055089565,78.36673756350729,7330,5.059701492537314,-8.897319871086557,0.002492199,919899,-121.34328358208955,56.1044776119403,0.29956383,0.0,49.11940298507463,21.633262436492707,0.002492199,229803.94029850746,54.71067683172843,13978.305325508118,4.940298507462686
0.004828568,78.17181436666355,7397,5.059701492537314,-8.825298074445234,0.0023465895,929935,-120.14925373134328,54.850746268656714,0.30789286,0.0,50.38805970149254,21.828185633336428,0.0023465895,224668.6567164179,53.51671153721559,14088.449998617172,4.940298507462686
0.0038739105,79.55916728221271,7464,4.611940298507463,-8.342885104755851,0.0021185402,939871,-111.19402985074628,54.52238805970149,0.3006501,0.0,50.80597014925373,20.440832717787277,0.0021185402,223323.7014925373,53.16310232119208,14197.916278362274,5.388059701492537
0.0047845733,75.99478211722563,7531,6.208955223880597,-9.432680856067869,0.0027946387,949905,-137.3134328358209,56.492537313432834,0.32345822,0.0,48.701492537313435,24.005217882774378,0.0027946387,231393.4328358209,55.089214618003325,14306.41810965538,3.791044776119403
0.006286344,79.44868418408169,7599,5.573529411764706,-8.478986517196773,0.002918739,959908,-115.44117647058823,56.05882352941177,0.3303325,0.0,49.161764705882355,20.551315815918333,0.002918739,229616.9411764706,54.668155205937346,14413.076105594635,4.426470588235294
0.0036155323,75.6473467063208,7664,6.661538461538462,-9.64173105148783,0.0020092097,969864,-140.76923076923077,57.215384615384615,0.34072846,0.0,47.93846153846154,24.352653293679214,0.0020092097,234354.21538461538,55.79287714514348,14517.836726665497,3.3384615384615386
0.0033132918,79.52586622139401,7732,6.352941176470588,-8.181897413956264,0.0016534198,979891,-115.58823529411765,56.088235294117645,0.2996287,0.0,49.088235294117645,20.47413377860599,0.0016534198,229737.41176470587,54.714681161255314,14625.255608320236,3.6470588235294117
0.0045198826,79.04354702586332,7801,5.188405797101449,-8.482659746108686,0.0021694708,989976,-115.21739130434783,54.971014492753625,0.29025584,0.0,50.30434782608695,20.956452974136685,0.0021694708,225161.27536231885,53.61246097593486,14736.224115371704,4.811594202898551
0.0042883116,77.93380415150546,7869,5.0588235294117645,-9.01357535045905,0.0020847851,999886,-121.02941176470588,54.80882352941177,0.29680273,0.0,50.470588235294116,22.066195848494573,0.0020847851,224496.9411764706,53.458118628497154,14848.022279024124,4.9411764705882355
0.0045728013,79.87947091875373,7937,5.029411764705882,-8.2302123063701,0.00265182,1009907,-109.8529411764706,54.55882352941177,0.30899364,0.0,50.76470588235294,20.120529081246247,0.00265182,223472.9411764706,53.200037446238824,14959.521013498306,4.970588235294118
0.0047653625,78.6435886148084,8003,5.515151515151516,-8.830226018689187,0.0022707006,1019871,-122.12121212121212,56.833333333333336,0.32031685,0.0,48.31818181818182,21.35641138519161,0.0022707006,232789.33333333334,55.432102906137644,15065.672424077988,4.484848484848484
0.003560834,77.73217282454347,8069,4.863636363636363,-9.05543481259516,0.0021399984,1029889,-126.51515151515152,56.166666666666664,0.307648,0.0,49.09090909090909,22.26782717545648,0.0021399984,230058.66666666666,54.75060844904264,15172.944116353989,5.136363636363637
0.004298423,77.71451133402813,8137,6.720588235294118,-9.22065452293491,0.0023941218,1039990,-126.17647058823529,56.36764705882353,0.3285066,0.0,48.80882352941177,22.285488665971837,0.0023941218,230881.88235294117,54.981118495456975,15278.756669282913,3.2794117647058822
0.0029551922,78.01322681788673,8204,4.7611940298507465,-9.200259797985723,0.002050557,1049968,-123.88059701492537,56.44776119402985,0.3130438,0.0,48.67164179104478,21.98677318211325,0.002050557,231210.02985074627,55.08519684992128,15387.609674930573,5.2388059701492535
0.004983795,79.44635785669415,8272,5.352941176470588,-8.425974924529143,0.0022272363,1059994,-116.02941176470588,56.338235294117645,0.31864244,0.0,48.85294117647059,20.553642143305858,0.0022272363,230761.41176470587,54.94613351988869,15493.64131784439,4.647058823529412
0.004759564,78.12952388105236,8339,5.208955223880597,-9.030385644525195,0.0021681015,1069965,-125.67164179104478,57.223880597014926,0.3021714,0.0,47.92537313432836,21.870476118947632,0.0021681015,234389.01492537314,55.802861336551416,15600.113076925278,4.791044776119403
0.0037141477,78.21417117186388,8405,4.909090909090909,-8.843646848072593,0.0022638973,1079926,-119.39393939393939,54.89393939393939,0.30082026,0.0,50.45454545454545,21.78582882813612,0.0022638973,224845.57575757575,53.50456027883924,15707.594410896301,5.090909090909091
0.0051134964,79.17831308957217,8471,3.409090909090909,-8.574652294089407,0.0025614428,1089947,-117.87878787878788,56.43939393939394,0.3100079,0.0,48.803030303030305,20.821686910427818,0.0025614428,231175.75757575757,55.0175991826389,15817.500471830368,6.590909090909091
0.0039868304,76.03256845298111,8534,4.079365079365079,-9.737242012157385,0.0022604086,1099879,-141.11111111111111,58.22222222222222,0.3230089,0.0,46.82539682539682,23.967431547018897,0.0022604086,238478.22222222222,56.79353912512425,15922.889508962631,5.920634920634921
0.0038637244,78.44777984576841,8600,4.0,-8.706549644464399,0.0023433524,1109868,-121.21212121212122,56.303030303030305,0.3241522,0.0,48.86363636363637,21.552220154231595,0.0023433524,230617.21212121213,54.92355964767858,16030.474306106567,6.0
0.00419928,77.87332786002521,8666,4.681818181818182,-8.907777018955677,0.0021465032,1119995,-127.42424242424242,57.28787878787879,0.32484615,0.0,47.89393939393939,22.126672139974794,0.0021465032,234651.15151515152,55.846472571236106,16135.010707378387,5.318181818181818
