optimgain,AttNC,meankl,Tmc,TtR,Ptt,MpbtA,entloss,surrgain,TimestepsSoFar,MtR,Tbt,entropy,TimeElapsed,EpisodesSoFar,AttC,MpbtN,Tmt
0.0020556182,3.3181818181818183,0.0032454676,48.015151515151516,-132.42424242424244,55.71211194889492,76.96382875643913,0.0,0.0020556182,849865,-9.67324852651461,233968.48484848486,0.28665498,15558.555000543594,7030,6.681818181818182,23.03617124356091,57.121212121212125
0.0022950342,4.2727272727272725,0.004051566,48.34848484848485,-134.84848484848484,55.41872985649462,76.25591743937542,0.0,0.0022950342,859949,-9.93722366012184,232789.33333333334,0.2869421,15705.41474556923,7096,5.7272727272727275,23.744082560624577,56.833333333333336
0.0023952133,4.287878787878788,0.0041199867,48.40909090909091,-138.33333333333334,55.35349388993467,75.59706458522882,0.0,0.0023952133,869912,-10.360727641853764,232479.0303030303,0.30790782,15849.963781118393,7162,5.712121212121212,24.40293541477117,56.75757575757576
0.0019163672,4.0,0.004390664,49.89393939393939,-132.72727272727272,53.983680024431585,76.04143573849612,0.0,0.0019163672,879924,-9.726752751938738,226707.39393939395,0.2881337,15997.48931980133,7228,6.0,23.958564261503863,55.34848484848485
0.0020534983,3.7761194029850746,0.0029939134,49.32835820895522,-138.2089552238806,54.51134579216251,75.37676055404756,0.0,0.0020534983,889882,-10.111016479227688,228948.05970149254,0.3005289,16146.840856552124,7295,6.223880597014926,24.62323944595244,55.8955223880597
0.0020210769,2.8970588235294117,0.0029330405,48.470588235294116,-135.44117647058823,55.28583496225346,76.19223164035016,0.0,0.0020210769,899929,-10.018171585301168,232146.82352941178,0.29432663,16293.63738489151,7363,7.102941176470588,23.80776835964985,56.6764705882353
0.002072988,2.671641791044776,0.0029568481,48.417910447761194,-132.98507462686567,55.33022413756671,76.44477567720479,0.0,0.002072988,909991,-9.858575917600094,232310.44776119402,0.30072033,16435.205956220627,7430,7.3283582089552235,23.5552243227952,56.71641791044776
0.0017704974,3.707692307692308,0.0030424423,49.10769230769231,-131.84615384615384,54.75152056522541,76.44778381931346,0.0,0.0017704974,919923,-9.669461494511532,230132.1846153846,0.2925984,16577.100262880325,7495,6.292307692307692,23.55221618068655,56.184615384615384
0.0017415066,4.046153846153846,0.0027346923,47.723076923076924,-133.53846153846155,55.9823065514365,76.66522678097779,0.0,0.0017415066,929957,-9.675975734274909,235110.4,0.30569106,16720.111040592194,7560,5.953846153846154,23.33477321902217,57.4
0.0018722081,3.4,0.0036805463,47.76923076923077,-136.76923076923077,55.93011117537564,76.15823366175628,0.0,0.0018722081,939931,-9.867154003055363,234858.33846153846,0.2820292,16862.744446754456,7625,6.6,23.841766338243694,57.33846153846154
0.0019603677,4.363636363636363,0.004300594,48.25757575757576,-133.03030303030303,55.47620809940618,76.59351464222905,0.0,0.0019603677,949988,-9.859722640579932,232913.45454545456,0.28723267,17007.740525960922,7691,5.636363636363637,23.406485357770936,56.86363636363637
0.002843839,4.153846153846154,0.006113594,47.815384615384616,-128.46153846153845,55.89711223998596,77.46419770890196,0.0,0.002843839,959907,-9.49323806304337,234732.3076923077,0.30971283,17149.777963876724,7756,5.846153846153846,22.535802291098022,57.30769230769231
0.0020973054,3.3134328358208953,0.0042284303,48.80597014925373,-132.08955223880596,55.02618294191951,76.61789036732655,0.0,0.0020973054,969854,-9.60816992528246,231271.16417910447,0.27148452,17290.38027405739,7823,6.686567164179104,23.382109632673433,56.46268656716418
0.0018509553,3.1176470588235294,0.0042692334,47.86764705882353,-123.38235294117646,55.85706825578365,78.45335491929681,0.0,0.0018509553,979947,-9.089304855608422,234616.4705882353,0.26024258,17432.010255098343,7891,6.882352941176471,21.546645080703204,57.279411764705884
0.0019391412,3.893939393939394,0.0026381414,49.77272727272727,-126.36363636363636,54.07793413970219,77.24015008725482,0.0,0.0019391412,989857,-9.403394932574463,227017.69696969696,0.26957747,17575.502620458603,7957,6.106060606060606,22.759849912745192,55.42424242424242
0.0018126364,4.776119402985074,0.003179394,49.08955223880597,-130.1492537313433,54.737166191890545,76.77318618872874,0.0,0.0018126364,999968,-9.814810947510221,229926.20895522388,0.26549768,17718.23925614357,8024,5.223880597014926,23.22681381127126,56.134328358208954
0.0030298145,4.4393939393939394,0.005994811,49.42424242424242,-140.9090909090909,54.42972538404653,74.68306587692844,0.0,0.0030298145,1009979,-10.68403257192724,228631.27272727274,0.30665398,17866.482389211655,8090,5.5606060606060606,25.31693412307155,55.81818181818182
0.0020254846,2.5074626865671643,0.003433683,48.67164179104478,-136.86567164179104,55.11774590109849,75.65593835806571,0.0,0.0020254846,1019991,-9.950891471992406,231515.7014925373,0.2842365,18010.15713572502,8157,7.492537313432836,24.34406164193425,56.52238805970149
0.0018475455,3.6666666666666665,0.0027745224,48.10606060606061,-146.36363636363637,55.65393332469396,74.34780883246934,0.0,0.0018475455,1029962,-10.756349326901884,233844.36363636365,0.3023565,18151.81295490265,8223,6.333333333333333,25.652191167530678,57.09090909090909
0.0025630686,4.184615384615385,0.006360863,47.87692307692308,-130.6153846153846,55.836216414950066,77.15425243193955,0.0,0.0025630686,1039971,-9.691139877291917,234480.24615384615,0.33555976,18296.02477788925,8288,5.815384615384615,22.845747568060485,57.246153846153845
0.0020334288,2.7384615384615385,0.003692742,46.753846153846155,-143.3846153846154,56.87467087758102,75.42747062682177,0.0,0.0020334288,1049972,-9.87059061940999,238891.3230769231,0.3065429,18436.86677289009,8353,7.2615384615384615,24.572529373178206,58.323076923076925
0.0018796264,3.3636363636363638,0.0038843725,48.27272727272727,-136.5151515151515,55.45420548966128,75.91325044786564,0.0,0.0018796264,1059982,-9.89848528635368,232789.33333333334,0.28941146,18577.883605480194,8419,6.636363636363637,24.086749552134354,56.833333333333336
0.0024351894,3.4923076923076923,0.0038568478,47.276923076923076,-135.23076923076923,56.38094243697869,76.54836296601066,0.0,0.0024351894,1069996,-9.931451608792631,236748.8,0.31405282,18716.528576612473,8484,6.507692307692308,23.45163703398933,57.8
0.0019468028,2.8181818181818183,0.0035131935,48.39393939393939,-140.3030303030303,55.35308714739166,75.21430877663154,0.0,0.0019468028,1079889,-10.342930420798217,232416.9696969697,0.3050559,18859.367688417435,8550,7.181818181818182,24.78569122336843,56.74242424242424
