AttC,surrgain,Tmc,TimeElapsed,Tbt,MpbtN,entloss,MtR,AttNC,entropy,TtR,MpbtA,EpisodesSoFar,meankl,Ptt,TimestepsSoFar,optimgain,Tmt
5.774193548387097,0.0020144274,46.46774193548387,9648.170071601868,239946.32258064515,24.030860234727545,0.0,-10.067837838400795,4.225806451612903,0.3724619,-141.61290322580646,75.96913976527246,4218,0.003858268,57.1318431200179,439930,0.0020144274,58.58064516129032
6.387096774193548,0.0023250347,45.79032258064516,9784.620333433151,242588.90322580645,25.745552031839193,0.0,-10.703159816053475,3.6129032258064515,0.34744444,-152.58064516129033,74.25444796816082,4280,0.0045172283,57.756687939320585,449997,0.0023250347,59.225806451612904
5.612903225806452,0.0018930554,46.79032258064516,9924.115982055664,238757.16129032258,26.43525086575404,0.0,-11.167874948222826,4.387096774193548,0.35025263,-154.19354838709677,73.56474913424597,4342,0.0037855865,56.84362813414452,459868,0.0018930554,58.29032258064516
5.079365079365079,0.0019774095,47.19047619047619,10057.525209903717,237112.88888888888,24.567926216714355,0.0,-10.142979088027642,4.920634920634921,0.37602508,-142.38095238095238,75.43207378328567,4405,0.004338153,56.46428174639283,469996,0.0019774095,57.888888888888886
6.174603174603175,0.0020047787,46.285714285714285,10184.787313222885,240623.74603174604,23.99525686994693,0.0,-10.118379199887416,3.8253968253968256,0.3856634,-140.95238095238096,76.00474313005303,4468,0.0033426727,57.29520673554862,479942,0.0020047787,58.74603174603175
6.746031746031746,0.0019119348,47.19047619047619,10320.426297187805,237112.88888888888,25.116655600971992,0.0,-10.227646521097531,3.253968253968254,0.35419977,-145.23809523809524,74.88334439902802,4531,0.0040326067,56.46499694908239,489949,0.0019119348,57.888888888888886
5.587301587301587,0.0017892648,47.04761904761905,10452.127945661545,237763.04761904763,23.071038529199623,0.0,-9.683669839929761,4.412698412698413,0.35648102,-133.8095238095238,76.92896147080039,4594,0.003588554,56.60736202395576,499876,0.0017892648,58.04761904761905
5.703125,0.001964807,47.59375,10583.401487112045,235456.0,25.661374781672965,0.0,-10.536185013115979,4.296875,0.35123253,-147.65625,74.33862521832702,4658,0.0042484202,56.08351153342847,509968,0.001964807,57.484375
5.484375,0.0021951464,47.890625,10714.338513851166,234432.0,23.43101917217955,0.0,-9.756363355621449,4.515625,0.36907226,-133.90625,76.56898082782047,4722,0.0043045264,55.824134359242464,519987,0.0021951464,57.234375
6.746031746031746,0.0016568777,47.333333333333336,10847.118596553802,236592.7619047619,23.943667007676957,0.0,-9.990645824911663,3.253968253968254,0.3741068,-138.4126984126984,76.05633299232304,4785,0.0028483619,56.33834411743134,529924,0.0016568777,57.76190476190476
6.714285714285714,0.0017404841,46.06349206349206,10977.687756538391,241533.96825396825,25.461722418520583,0.0,-10.654079299666044,3.2857142857142856,0.36838976,-150.47619047619048,74.53827758147942,4848,0.0025907028,57.50753467383699,539955,0.0017404841,58.96825396825397
5.852459016393443,0.0017159317,47.98360655737705,11105.393192052841,233942.03278688525,24.60233284779216,0.0,-9.916774767533102,4.147540983606557,0.34290734,-140.81967213114754,75.39766715220783,4909,0.0036131225,55.722919644107904,549885,0.0017159317,57.114754098360656
5.265625,0.0019284802,47.671875,11232.438840866089,235456.0,24.07382064532311,0.0,-10.152900003706085,4.734375,0.3402399,-138.4375,75.92617935467688,4973,0.0035117713,56.045112224827534,559878,0.0019284802,57.484375
6.777777777777778,0.0020841793,47.93650793650794,11358.030316591263,234382.22222222222,25.456531191013976,0.0,-10.690783555649652,3.2222222222222223,0.3413257,-145.55555555555554,74.543468808986,5036,0.0047778636,55.795806422490045,569859,0.0020841793,57.22222222222222
5.920634920634921,0.0016550018,47.23809523809524,11483.697087049484,236852.82539682538,23.498130159262683,0.0,-9.782024761624662,4.079365079365079,0.31831038,-136.5079365079365,76.5018698407373,5099,0.0031280245,56.412028542429404,579863,0.0016550018,57.82539682539682
5.484375,0.0016934933,48.1875,11612.688302278519,233536.0,24.611508056811957,0.0,-10.115046623456587,4.515625,0.35267624,-139.6875,75.38849194318803,5163,0.0033647064,55.57916710464167,589949,0.0016934933,57.015625
4.951612903225806,0.0017613037,46.95161290322581,11740.42346405983,238294.70967741936,26.670075705478542,0.0,-10.784346461648735,5.048387096774194,0.36191812,-155.80645161290323,73.32992429452146,5225,0.004234789,56.712761505859355,599885,0.0017613037,58.17741935483871
5.666666666666667,0.0018991553,46.698412698412696,11867.822960853577,239193.39682539683,24.6733982503097,0.0,-10.1846281444183,4.333333333333333,0.3496218,-144.9206349206349,75.32660174969028,5288,0.0044119563,56.936174230337656,609845,0.0018991553,58.3968253968254
6.015384615384615,0.0017937677,47.93846153846154,11993.589201927185,234102.15384615384,24.629721231674328,0.0,-10.0303009830295,3.9846153846153847,0.3050738,-141.07692307692307,75.37027876832565,5353,0.003493758,55.76458600103221,619978,0.0017937677,57.15384615384615
5.15625,0.001160242,48.3125,12116.512016773224,232832.0,24.137372844510566,0.0,-10.080295628420345,4.84375,0.3043223,-137.03125,75.86262715548943,5417,0.0025194257,55.44025510048482,629894,0.001160242,56.84375
5.578125,0.0018744441,48.0625,12240.106390476227,233792.0,24.298268058546977,0.0,-10.126822795732538,4.421875,0.32176733,-138.75,75.70173194145306,5481,0.002555356,55.66939352278977,639959,0.0018744441,57.078125
5.0,0.002062649,47.75,12366.551361083984,234816.0,24.199444755123398,0.0,-10.014925325297604,5.0,0.2764313,-139.0625,75.80055524487659,5545,0.0046204138,55.93548799188501,649906,0.002062649,57.328125
4.507692307692308,0.0025637664,48.33846153846154,12493.105729103088,232841.84615384616,23.382901817181533,0.0,-9.924080127925913,5.492307692307692,0.30168965,-132.92307692307693,76.61709818281847,5610,0.0058362866,55.42917723366909,659893,0.0025637664,56.84615384615385
6.1875,0.0018431488,47.90625,12618.620117664337,234368.0,23.032364807890094,0.0,-9.60776830143104,3.8125,0.31539616,-131.40625,76.96763519210988,5674,0.0030629004,55.81007110425558,669963,0.0018431488,57.21875
5.920634920634921,0.0018347988,49.857142857142854,12742.95941209793,226905.39682539683,23.118378936562987,0.0,-9.316557282829846,4.079365079365079,0.31648833,-128.25396825396825,76.881621063437,5737,0.0038374225,54.0244589532793,679863,0.0018347988,55.3968253968254
6.46875,0.0020807404,49.125,12868.844688653946,229568.0,23.63550406701214,0.0,-9.550289512267833,3.53125,0.32085657,-132.1875,76.36449593298786,5801,0.0033005665,54.67861428423575,689910,0.0020807404,56.046875
6.140625,0.001978998,48.359375,12989.333206176758,232448.0,23.915337341170613,0.0,-9.71403879888774,3.859375,0.31461892,-135.9375,76.0846626588294,5865,0.0042978236,55.37389181874586,699857,0.001978998,56.75
6.71875,0.0017221924,48.625,13114.815101385117,231808.0,23.986173733548018,0.0,-9.585925891047687,3.28125,0.29812032,-136.5625,76.01382626645197,5929,0.003973635,55.1711781457359,709933,0.0017221924,56.59375
5.7384615384615385,0.002082576,48.246153846153845,13237.371789932251,232967.87692307692,22.983631114146984,0.0,-9.461033292829743,4.2615384615384615,0.30225733,-130.6153846153846,77.01636888585301,5994,0.0047927187,55.4859710169221,719924,0.002082576,56.87692307692308
5.9375,0.0025135505,48.765625,13362.758975982666,231040.0,22.537417614697286,0.0,-9.288635908871276,4.0625,0.29523507,-127.1875,77.46258238530268,6058,0.005245232,55.01980459683824,729880,0.0025135505,56.40625
6.53030303030303,0.002050002,49.59090909090909,13487.700249195099,227824.48484848486,23.296686985626025,0.0,-9.44547995944685,3.4696969696969697,0.30406925,-129.6969696969697,76.70331301437395,6124,0.004533789,54.25861161135415,739937,0.002050002,55.621212121212125
5.96969696969697,0.001822653,49.65151515151515,13609.661316394806,227700.36363636365,22.635479434559336,0.0,-9.177700381104263,4.03030303030303,0.31047362,-126.36363636363636,77.36452056544069,6190,0.0039016414,54.21405348441352,749970,0.001822653,55.59090909090909
7.140625,0.0022786972,48.125,13728.973019838333,233216.0,22.128689713709115,0.0,-8.750912062048782,2.859375,0.31729087,-125.78125,77.8713102862909,6254,0.0038306566,55.57242917096068,759883,0.0022786972,56.9375
6.2272727272727275,0.0018173438,48.27272727272727,13846.132464408875,232851.39393939395,23.25118621978161,0.0,-9.391907925188663,3.772727272727273,0.30160317,-132.87878787878788,76.74881378021837,6320,0.003887933,55.46154751346582,769991,0.0018173438,56.84848484848485
4.5625,0.0023535865,47.734375,13963.971583843231,235072.0,22.761429457203835,0.0,-9.378059132481624,5.4375,0.3088993,-131.5625,77.23857054279618,6384,0.004723032,55.973074725085326,779906,0.0023535865,57.390625
5.2272727272727275,0.0023036439,48.74242424242424,14086.073616027832,231113.69696969696,22.992711590321314,0.0,-9.490758803911227,4.7727272727272725,0.32647324,-129.3939393939394,77.0072884096787,6450,0.004313934,55.03838965766368,789962,0.0023036439,56.42424242424242
6.833333333333333,0.001809352,49.09090909090909,14211.530368804932,229934.54545454544,23.859288495611956,0.0,-9.545637852008763,3.1666666666666665,0.32144147,-134.24242424242425,76.14071150438804,6516,0.0028535333,54.737540020171544,799910,0.001809352,56.13636363636363
7.246153846153846,0.0020163662,48.6,14337.054360628128,231707.56923076924,24.235066778689276,0.0,-9.60786709812158,2.753846153846154,0.33490148,-137.84615384615384,75.76493322131071,6581,0.003808063,55.17253311613138,809919,0.0020163662,56.56923076923077
6.246153846153846,0.0021614544,49.06153846153846,14453.938872098923,229943.13846153847,24.357819685820342,0.0,-9.915053199597146,3.753846153846154,0.32297286,-137.23076923076923,75.64218031417965,6646,0.004314315,54.751998021327196,819905,0.0021614544,56.13846153846154
6.651515151515151,0.0015205094,49.31818181818182,14569.771428346634,228941.57575757575,23.21415094583795,0.0,-9.651438333535827,3.3484848484848486,0.31780586,-129.3939393939394,76.78584905416207,6712,0.0023541772,54.51558289019988,829996,0.0015205094,55.89393939393939
5.184615384615385,0.0020746314,48.8,14687.604363918304,230825.35384615386,21.904919827337768,0.0,-9.322537356433624,4.815384615384615,0.34626547,-123.23076923076923,78.09508017266225,6777,0.004476489,54.978255243239204,839870,0.0020746314,56.353846153846156
5.953846153846154,0.0019708253,47.66153846153846,14808.978645563126,235362.46153846153,23.485358031669115,0.0,-9.522840250138564,4.046153846153846,0.3651811,-135.07692307692307,76.51464196833088,6842,0.0042400886,56.04009359174915,849991,0.0019708253,57.46153846153846
7.6,0.0019032529,47.56923076923077,14919.936819314957,235614.52307692307,23.902234001152387,0.0,-9.518604319730334,2.4,0.3579743,-137.53846153846155,76.09776599884762,6907,0.0044718883,56.11259559035157,859990,0.0019032529,57.52307692307692
6.476190476190476,0.0020634509,46.698412698412696,15030.99681520462,239063.3650793651,23.704320474370594,0.0,-9.551655276581974,3.5238095238095237,0.35396472,-138.73015873015873,76.29567952562941,6970,0.0025995323,56.923041949096714,869887,0.0020634509,58.36507936507937
6.015151515151516,0.0026051626,47.92424242424242,15146.492127895355,234340.84848484848,23.95033068980326,0.0,-9.835417241572381,3.984848484848485,0.3552237,-137.12121212121212,76.04966931019672,7036,0.004680795,55.7989509083445,879957,0.0026051626,57.21212121212121
6.5625,0.0017983287,47.109375,15265.272285223007,237504.0,25.114566924658376,0.0,-10.112198171547849,3.4375,0.3558067,-145.78125,74.88543307534162,7100,0.0036008814,56.54670868604791,889875,0.0017983287,57.984375
6.661538461538462,0.0020910245,47.50769230769231,15378.25896191597,235929.6,24.357039351053686,0.0,-9.66026551625206,3.3384615384615386,0.34722465,-140.92307692307693,75.64296064894631,7165,0.00380875,56.175653455733325,899959,0.0020910245,57.6
6.0625,0.0019422461,47.921875,15495.508539676666,234304.0,20.862921906921407,0.0,-8.669912355660168,3.9375,0.3513146,-119.84375,79.13707809307859,7229,0.0035467725,55.794165919190775,909895,0.0019422461,57.203125
6.415384615384616,0.0015642389,48.707692307692305,15612.505257606506,231140.43076923076,21.838371987411413,0.0,-8.816651945232877,3.5846153846153848,0.34676117,-123.23076923076923,78.16162801258858,7294,0.0026049856,55.05873607934583,919879,0.0015642389,56.43076923076923
6.553846153846154,0.0020097243,46.61538461538461,15733.651556968689,239269.4153846154,25.707169413680514,0.0,-10.450077474958572,3.4461538461538463,0.33592007,-151.84615384615384,74.29283058631947,7359,0.004339619,56.98410027150705,929875,0.0020097243,58.41538461538462
4.4,0.0021315203,49.95384615384615,15855.236082077026,226918.4,23.46906849671385,0.0,-9.381273207984355,5.6,0.30955368,-130.0,76.53093150328615,7424,0.0041901763,53.97915694223577,939872,0.0021315203,55.4
4.246153846153846,0.0017870434,48.69230769230769,15977.142805576324,231392.4923076923,24.43920277442572,0.0,-9.825571512751663,5.753846153846154,0.28628957,-138.0,75.56079722557428,7489,0.004160502,55.0942085173338,949924,0.0017870434,56.49230769230769
3.727272727272727,0.0022044245,49.13636363636363,16102.945760726929,229562.18181818182,21.048281539855232,0.0,-8.720617955775975,6.2727272727272725,0.29283893,-117.57575757575758,78.95171846014478,7555,0.0054127043,54.673525726619594,959995,0.0022044245,56.04545454545455
4.731343283582089,0.0023888808,50.149253731343286,16222.569276809692,225952.4776119403,21.101959385300457,0.0,-8.743958689967624,5.268656716417911,0.29757002,-116.11940298507463,78.89804061469953,7622,0.005056751,53.77730367610024,969980,0.0023888808,55.16417910447761
5.880597014925373,0.0027161094,49.985074626865675,16341.323626756668,226319.28358208956,22.45524412933416,0.0,-9.28060355539999,4.119402985074627,0.29479474,-124.4776119402985,77.5447558706658,7689,0.0056240093,53.8983468635981,979863,0.0027161094,55.25373134328358
5.515151515151516,0.0019872892,50.484848484848484,16451.700976371765,224473.21212121213,21.45946172406738,0.0,-8.6994578647142,4.484848484848484,0.30496565,-117.12121212121212,78.54053827593259,7755,0.0036967413,53.447298996762584,989869,0.0019872892,54.803030303030305
5.848484848484849,0.0026230286,48.89393939393939,16560.752462387085,230803.39393939395,22.39598345463755,0.0,-8.876538633415533,4.151515151515151,0.2976396,-128.1818181818182,77.60401654536246,7821,0.0038738153,54.92929826920448,999967,0.0026230286,56.34848484848485
5.318181818181818,0.0020665207,49.28787878787879,16671.400906324387,229003.63636363635,20.49528565349205,0.0,-8.239413146510444,4.681818181818182,0.28277466,-115.0,79.50471434650795,7887,0.0042768614,54.53559110784578,1009970,0.0020665207,55.90909090909091
3.803030303030303,0.001706716,49.42424242424242,16795.743879795074,228507.15151515152,21.101039923620732,0.0,-8.773473672966555,6.196969696969697,0.28552663,-117.87878787878788,78.89896007637924,7953,0.003278083,54.416152835376614,1019947,0.001706716,55.78787878787879
4.630769230769231,0.0017407831,49.43076923076923,16909.6704890728,228115.6923076923,21.395897605639394,0.0,-8.694465219753626,5.369230769230769,0.2863337,-119.23076923076923,78.6041023943606,8018,0.0031716004,54.36844778666592,1029934,0.0017407831,55.69230769230769
5.109375,0.001993041,48.6875,17022.21741461754,231616.0,23.263475262644604,0.0,-9.38252591252152,4.890625,0.29455423,-132.65625,76.73652473735541,8082,0.003910163,55.12171719018471,1039995,0.001993041,56.546875
4.634920634920635,0.0020552927,48.46031746031746,17134.34801054001,232041.6507936508,21.866790767097008,0.0,-8.89721458358505,5.365079365079365,0.2935102,-124.12698412698413,78.13320923290297,8145,0.0045018285,55.27851653337632,1049938,0.0020552927,56.65079365079365
4.409090909090909,0.0021717183,49.78787878787879,17246.86104273796,227141.81818181818,20.81439505256688,0.0,-8.467497482750893,5.590909090909091,0.28017047,-115.3030303030303,79.18560494743309,8211,0.0043842364,54.08488962222035,1059955,0.0021717183,55.45454545454545
4.196969696969697,0.0017536151,49.31818181818182,17360.50954890251,229065.69696969696,21.181832394337068,0.0,-8.672414867166562,5.803030303030303,0.27544472,-118.03030303030303,78.81816760566292,8277,0.0031089734,54.52919485034727,1069966,0.0017536151,55.92424242424242
3.984848484848485,0.001823945,49.77272727272727,17478.27887415886,227141.81818181818,21.596618954040206,0.0,-8.875250777546693,6.015151515151516,0.2709442,-119.6969696969697,78.40338104595978,8343,0.0031399918,54.09270209380719,1079953,0.001823945,55.45454545454545
4.333333333333333,0.0025959376,48.833333333333336,17592.248531103134,230803.39393939395,21.87537264790952,0.0,-9.123301379398262,5.666666666666667,0.29723597,-123.93939393939394,78.12462735209046,8409,0.0043837386,54.95968621400509,1089976,0.0025959376,56.34848484848485
4.061538461538461,0.0019658715,49.10769230769231,17711.03096985817,229754.0923076923,21.271237587507915,0.0,-8.677438169468532,5.938461538461539,0.2915202,-119.38461538461539,78.72876241249209,8474,0.0048850887,54.708339525512685,1099954,0.0019658715,56.09230769230769
5.5606060606060606,0.002172158,50.03030303030303,17822.23304629326,226335.0303030303,21.113827887569478,0.0,-8.67474735715128,4.4393939393939394,0.30810958,-116.66666666666667,78.88617211243051,8540,0.0047258683,53.8776335329848,1109957,0.002172158,55.25757575757576
