TimestepsSoFar,AttNC,Tmc,entropy,Tbt,Ptt,optimgain,meankl,TimeElapsed,MtR,TtR,MpbtA,entloss,EpisodesSoFar,surrgain,Tmt,MpbtN,AttC
419919,3.609375,49.046875,0.35802606,229888.0,54.75355418415122,0.0022534754,0.0042349137,9436.353891849518,-8.964340629053382,-125.15625,77.826589195109,0.0,4153,0.0022534754,56.125,22.173410804891002,6.390625
429881,4.396825396825397,46.65079365079365,0.3603522,239258.4126984127,56.966242202360384,0.0016238412,0.0028712652,9579.66243648529,-10.107808438493132,-143.17460317460316,75.57361962660596,0.0,4216,0.0016238412,58.41269841269841,24.426380373394057,5.603174603174603
439918,4.630769230769231,47.784615384615385,0.38624224,234795.3230769231,55.916504201956755,0.0024927836,0.0047948956,9720.265905857086,-9.68519463749962,-134.0,76.5110020122789,0.0,4281,0.0024927836,57.323076923076925,23.48899798772111,5.369230769230769
449951,3.761904761904762,47.492063492063494,0.40551993,236072.6349206349,56.20123785110188,0.0019787452,0.0036603296,9860.186537265778,-9.011677126761485,-127.77777777777777,77.79623312551252,0.0,4344,0.0019787452,57.63492063492063,22.20376687448746,6.238095238095238
459936,2.193548387096774,45.96774193548387,0.39000344,242060.38709677418,57.61141055629832,0.001816558,0.0033433943,9998.658735275269,-10.42907587886649,-156.61290322580646,73.57818026045224,0.0,4406,0.001816558,59.096774193548384,26.42181973954776,7.806451612903226
469917,3.4126984126984126,47.476190476190474,0.38425046,236137.6507936508,56.216405646224835,0.0019956983,0.0026882063,10137.885776042938,-9.852828152362514,-141.74603174603175,75.50704862541696,0.0,4469,0.0019956983,57.65079365079365,24.492951374583043,6.587301587301587
479998,4.061538461538461,47.6,0.38026422,235614.52307692307,56.097457774291186,0.0016999927,0.0034836836,10280.648743867874,-9.025585812189314,-126.46153846153847,78.02159018937262,0.0,4534,0.0016999927,57.52307692307692,21.978409810627383,5.938461538461539
489904,2.859375,47.28125,0.35381272,236928.0,56.40009230331804,0.0020086453,0.003612337,10420.428648233414,-10.361803925344187,-147.34375,74.57638852496324,0.0,4598,0.0020086453,57.84375,25.423611475036765,7.140625
499968,4.954545454545454,48.59090909090909,0.34524694,231672.24242424243,55.175918313697395,0.0021292,0.002863941,10566.22290444374,-9.786488887342575,-131.96969696969697,76.63662891376659,0.0,4664,0.0021292,56.56060606060606,23.363371086233393,5.045454545454546
509883,3.953125,49.15625,0.3303368,229696.0,54.678281836326725,0.0018359754,0.0036300567,10711.066787958145,-9.896931392682083,-135.15625,75.90771579814232,0.0,4728,0.0018359754,56.078125,24.09228420185769,6.046875
519881,5.65625,47.0625,0.34887955,237632.0,56.58555446765842,0.0022794849,0.0052975025,10857.190295219421,-9.637633435592893,-133.4375,76.95530865144231,0.0,4792,0.0022794849,58.015625,23.044691348557677,4.34375
529964,5.109375,47.421875,0.3273332,236416.0,56.2745123613977,0.0021413954,0.0050133117,11002.519222021103,-9.485142973209655,-132.8125,76.99576464331996,0.0,4856,0.0021413954,57.71875,23.00423535668005,4.890625
539923,4.203125,48.484375,0.34415898,232128.0,55.277242351059655,0.001978774,0.0041911793,11149.760929584503,-10.031358549643382,-138.90625,75.44040000883338,0.0,4920,0.001978774,56.671875,24.559599991166642,5.796875
549987,4.125,46.359375,0.33155453,240640.0,57.26206480867873,0.0020495427,0.0032798608,11294.753749608994,-10.076909688274377,-141.40625,75.88361278232826,0.0,4984,0.0020495427,58.75,24.116387217671765,5.875
559975,4.375,48.328125,0.31832433,232704.0,55.41753340099425,0.0019267304,0.0039569032,11439.941318273544,-9.87663634888462,-137.03125,75.94376836679604,0.0,5048,0.0019267304,56.8125,24.05623163320397,5.625
569957,4.2615384615384615,47.707692307692305,0.3204081,235299.44615384616,56.010341765201886,0.0017570865,0.0030277167,11585.867531299591,-9.775489169764697,-133.23076923076923,76.89755637537164,0.0,5113,0.0017570865,57.44615384615385,23.102443624628346,5.7384615384615385
579863,4.746031746031746,48.38095238095238,0.34732148,232496.7619047619,55.36721468386973,0.0023875819,0.004968447,11731.04965519905,-9.164939690362932,-128.0952380952381,77.42730058219446,0.0,5176,0.0023875819,56.76190476190476,22.572699417805538,5.253968253968254
589852,2.5714285714285716,46.03174603174603,0.32750228,241924.0634920635,57.565937491933106,0.0018096494,0.002856525,11874.091490030289,-10.28903725053002,-153.33333333333334,74.35046279234018,0.0,5239,0.0018096494,59.06349206349206,25.64953720765979,7.428571428571429
599896,4.015384615384615,48.815384615384616,0.3292942,230825.35384615386,54.97096971148967,0.002521953,0.0049187425,12017.108696222305,-8.963835155291122,-124.61538461538461,77.90965143985117,0.0,5304,0.002521953,56.353846153846156,22.09034856014882,5.984615384615385
609853,3.6666666666666665,49.31818181818182,0.31165922,228879.51515151514,54.50814100415091,0.0020361932,0.003389874,12161.186966180801,-9.201138351268213,-128.78787878787878,77.00523546474528,0.0,5370,0.0020361932,55.878787878787875,22.994764535254713,6.333333333333333
619892,4.287878787878788,49.31818181818182,0.32899806,228631.27272727274,54.48018444066838,0.0019157567,0.0034431715,12306.763052225113,-9.281151538305526,-128.33333333333334,76.97689373146916,0.0,5436,0.0019157567,55.81818181818182,23.02310626853086,5.712121212121212
629859,3.1363636363636362,48.57575757575758,0.33488843,231734.30303030304,55.187755320812315,0.0023971372,0.0035714959,12449.282528877258,-9.929885625725337,-140.0,75.42891045260498,0.0,5502,0.0023971372,56.57575757575758,24.571089547394998,6.863636363636363
639958,2.0,47.59701492537314,0.31123337,235428.2985074627,56.076809597696474,0.0023096567,0.0049961796,12591.016654491425,-10.2395364502605,-145.22388059701493,74.77478669279529,0.0,5569,0.0023096567,57.47761194029851,25.22521330720466,8.0
649850,3.276923076923077,48.44615384615385,0.31953442,232148.6769230769,55.300089164775976,0.002023214,0.0032495786,12732.898252487183,-9.864487048333014,-134.76923076923077,76.229619552366,0.0,5634,0.002023214,56.676923076923075,23.77038044763399,6.723076923076923
659857,4.753846153846154,48.66153846153846,0.32191652,231329.47692307693,55.102268808267446,0.0017750898,0.0035096284,12877.989349126816,-8.992322120619919,-125.38461538461539,77.81308458805533,0.0,5699,0.0017750898,56.47692307692308,22.186915411944646,5.246153846153846
669874,5.184615384615385,48.738461538461536,0.35651204,230888.36923076923,55.01520706113014,0.0021959809,0.005783934,13025.48952960968,-9.922867508682486,-135.69230769230768,75.90212067344741,0.0,5764,0.0021959809,56.36923076923077,24.097879326552594,4.815384615384615
679892,3.4615384615384617,47.23076923076923,0.33566836,237000.86153846153,56.431478928617224,0.0020668705,0.0037941062,13165.126769304276,-9.362556992452255,-133.3846153846154,76.99527597419274,0.0,5829,0.0020668705,57.86153846153846,23.004724025807274,6.538461538461538
689965,4.092307692307692,48.815384615384616,0.33319655,230762.33846153846,54.963095941867934,0.0018336409,0.0027788624,13307.210134267807,-9.59207553321872,-135.3846153846154,75.97654080035451,0.0,5894,0.0018336409,56.33846153846154,24.023459199645494,5.907692307692308
699993,4.0625,47.984375,0.3251241,234176.0,55.749651407950246,0.002027836,0.004142414,13449.261542320251,-9.74465999734905,-137.8125,75.95588020266865,0.0,5958,0.002027836,57.171875,24.044119797331344,5.9375
709938,3.953846153846154,48.30769230769231,0.3465921,232841.84615384616,55.44329878818969,0.0024901547,0.006078604,13592.847491025925,-9.22843267503638,-127.53846153846153,77.53622374209766,0.0,6023,0.0024901547,56.84615384615385,22.463776257902335,6.046153846153846
719904,2.671875,48.0,0.34470245,233984.0,55.72244078415042,0.002062655,0.003952132,13733.337843179703,-9.916042243766183,-139.84375,75.54362338702626,0.0,6087,0.002062655,57.125,24.456376612973756,7.328125
729909,3.5076923076923077,47.58461538461538,0.34580398,235488.4923076923,56.09100904410339,0.0020189327,0.0037662704,13872.798379898071,-8.986358300820449,-128.0,77.76646102390906,0.0,6152,0.0020189327,57.49230769230769,22.233538976090948,6.492307692307692
739996,2.984375,48.109375,0.34404245,233792.0,55.645057478128045,0.0023123901,0.004510771,14011.152953386307,-10.029211084668562,-143.125,75.0496067330729,0.0,6216,0.0023123901,57.078125,24.95039326692708,7.015625
749861,3.3125,48.5625,0.33095264,231808.0,55.203966072367315,0.0022260805,0.003449546,14155.17141866684,-9.426968634810404,-131.40625,76.79936594904723,0.0,6280,0.0022260805,56.59375,23.200634050952786,6.6875
759950,4.136363636363637,48.54545454545455,0.33162138,231920.48484848486,55.22389364910898,0.001570168,0.0028125416,14301.122276544571,-8.71487110084416,-121.06060606060606,78.63695253996761,0.0,6346,0.001570168,56.621212121212125,21.363047460032384,5.863636363636363
769955,2.9242424242424243,48.10606060606061,0.3135761,233472.0,55.61145130294462,0.002114599,0.0033893713,14443.415373325348,-9.598918275394084,-136.96969696969697,76.09401861500942,0.0,6412,0.002114599,57.0,23.905981384990586,7.075757575757576
779930,4.136363636363637,50.03030303030303,0.32190976,226459.15151515152,53.89142410555051,0.0018640792,0.0029321637,14588.515408277512,-8.812803446339393,-118.93939393939394,78.45007041841392,0.0,6478,0.0018640792,55.28787878787879,21.549929581586092,5.863636363636363
789863,3.3384615384615386,49.12307692307692,0.3192188,229439.0153846154,54.66521823502648,0.0017972419,0.0026847343,14734.762765169144,-8.654643865018627,-121.84615384615384,78.24897500286967,0.0,6543,0.0017972419,56.01538461538462,21.75102499713033,6.661538461538462
799921,3.4029850746268657,49.223880597014926,0.31180745,229376.0,54.60998428166884,0.0030458032,0.004108988,14881.462699174881,-9.207290481008885,-128.80597014925374,76.98193492966546,0.0,6610,0.0030458032,56.0,23.01806507033451,6.597014925373134
809870,3.8181818181818183,50.121212121212125,0.30986083,226024.72727272726,53.799686174788974,0.0022191415,0.004021286,15025.612663984299,-8.91283783891049,-122.72727272727273,77.8322292446136,0.0,6676,0.0022191415,55.18181818181818,22.16777075538639,6.181818181818182
819916,3.6769230769230767,49.89230769230769,0.30779925,226918.4,54.008035526635275,0.0026713412,0.0053028353,15172.635934114456,-8.815059754789912,-124.46153846153847,77.63112495401043,0.0,6741,0.0026713412,55.4,22.36887504598958,6.323076923076923
829888,4.757575757575758,49.56060606060606,0.31421208,228134.78787878787,54.30646641907913,0.0024446305,0.0044162553,15316.638592720032,-8.786641623165108,-120.9090909090909,78.2988933294107,0.0,6807,0.0024446305,55.696969696969695,21.701106670589294,5.242424242424242
839941,3.4153846153846152,49.58461538461538,0.30444887,228241.72307692308,54.307809343343884,0.0016930597,0.0021011715,15460.010632038116,-8.809603119294067,-122.76923076923077,78.0967077927587,0.0,6872,0.0016930597,55.723076923076924,21.903292207241293,6.584615384615384
849869,4.0,49.83076923076923,0.28827795,227107.44615384616,54.060952899204835,0.0019982702,0.00470326,15601.149636983871,-8.356598962640051,-114.92307692307692,79.32286743356812,0.0,6937,0.0019982702,55.44615384615385,20.67713256643187,6.0
859982,3.462686567164179,50.43283582089552,0.3075215,224546.38805970148,53.4807425078532,0.0022205205,0.0040964666,15746.731390953064,-9.032286143215545,-123.28358208955224,77.43472111804024,0.0,7004,0.0022205205,54.82089552238806,22.565278881959774,6.537313432835821
869973,3.0,50.40909090909091,0.30923212,224969.69696969696,53.53987772318423,0.002196186,0.003727655,15893.912451982498,-8.684298021569768,-120.15151515151516,78.20431423365879,0.0,7070,0.002196186,54.92424242424242,21.795685766341204,7.0
879990,3.5522388059701493,49.25373134328358,0.3107006,229437.1343283582,54.603095626280165,0.001921991,0.0031801031,16036.895005226135,-9.07808196011111,-126.26865671641791,77.44770650596796,0.0,7137,0.001921991,56.014925373134325,22.552293494032067,6.447761194029851
889892,2.876923076923077,49.738461538461536,0.31488365,227233.47692307693,54.11952144993389,0.0021533533,0.003439754,16181.38864850998,-8.845306696598195,-123.53846153846153,77.66959869175874,0.0,7202,0.0021533533,55.47692307692308,22.330401308241306,7.123076923076923
899876,3.0615384615384613,49.676923076923075,0.32137477,227359.5076923077,54.1635734963115,0.0022350224,0.003869185,16322.937804460526,-9.007210428737588,-126.46153846153847,77.30129020933127,0.0,7267,0.0022350224,55.50769230769231,22.698709790668726,6.938461538461539
909965,2.757575757575758,49.03030303030303,0.33524984,229934.54545454544,54.76622227906201,0.0019964536,0.0037683984,16463.283559322357,-9.321497709180763,-131.06060606060606,76.63095184108738,0.0,7333,0.0019964536,56.13636363636363,23.36904815891258,7.242424242424242
919926,2.3076923076923075,48.323076923076925,0.32716173,232778.83076923076,55.4277272724998,0.0019424292,0.0029345818,16606.173710346222,-9.027488160369533,-129.84615384615384,77.34320737036573,0.0,7398,0.0019424292,56.83076923076923,22.656792629634282,7.6923076923076925
929907,2.909090909090909,48.45454545454545,0.3229182,232354.9090909091,55.31755305760247,0.0024359827,0.004567376,16752.039955854416,-9.437797227490883,-130.75757575757575,76.92420117960711,0.0,7464,0.0024359827,56.72727272727273,23.07579882039288,7.090909090909091
939834,3.2153846153846155,47.90769230769231,0.31847376,234417.23076923078,55.814799182950175,0.0020871188,0.0037156017,16893.91018462181,-9.196314729777047,-129.23076923076923,77.4987915449622,0.0,7529,0.0020871188,57.23076923076923,22.50120845503781,6.7846153846153845
949991,3.328358208955224,49.26865671641791,0.30150098,229376.0,54.58672946757706,0.0021057061,0.00398946,17044.273577690125,-9.631331136621574,-138.955223880597,75.51206233123563,0.0,7596,0.0021057061,56.0,24.487937668764346,6.6716417910447765
959956,4.388059701492537,49.74626865671642,0.30292404,227236.2985074627,54.115470155376315,0.002371621,0.004304229,17192.508694648743,-9.02643185845625,-121.49253731343283,77.93285008007055,0.0,7663,0.002371621,55.47761194029851,22.06714991992943,5.611940298507463
969894,3.515151515151515,49.166666666666664,0.30578387,229438.0606060606,54.64633613993189,0.001874412,0.0043271226,17335.749504327774,-8.649011308705921,-116.06060606060606,79.28249976531956,0.0,7729,0.001874412,56.015151515151516,20.717500234680433,6.484848484848484
979957,3.2238805970149254,50.28358208955224,0.31629407,225646.80597014926,53.6775696480655,0.0022201305,0.003419378,17479.822151184082,-9.046153433020896,-124.32835820895522,77.33931770170204,0.0,7796,0.0022201305,55.08955223880597,22.660682298297942,6.776119402985074
989964,3.0757575757575757,48.39393939393939,0.32058373,232479.0303030303,55.359570425190554,0.0019681514,0.0028737402,17623.361097335815,-9.767193557053359,-140.0,75.37486770100554,0.0,7862,0.0019681514,56.75757575757576,24.62513229899446,6.924242424242424
999965,4.015151515151516,48.621212121212125,0.30946282,231672.24242424243,55.16007977568817,0.0024726114,0.0044138622,17765.62209367752,-9.227810258433765,-129.0909090909091,77.13435024607831,0.0,7928,0.0024726114,56.56060606060606,22.865649753921673,5.984848484848484
1009929,4.318181818181818,48.878787878787875,0.31235704,230555.15151515152,54.91067728489836,0.0020692775,0.003504801,17911.09627723694,-8.787544989571867,-120.45454545454545,78.56712319303097,0.0,7994,0.0020692775,56.28787878787879,21.432876806969034,5.681818181818182
1019984,4.373134328358209,50.28358208955224,0.29485753,225157.73134328358,53.62247320606439,0.0020115878,0.0033026568,18055.601371526718,-8.64837311796507,-118.05970149253731,78.43075802751413,0.0,8061,0.0020115878,54.97014925373134,21.56924197248585,5.626865671641791
1029892,5.575757575757576,48.90909090909091,0.3125825,230555.15151515152,54.89609018287511,0.0019542712,0.0034226612,18201.702503204346,-8.432998896295878,-115.9090909090909,79.41044493870154,0.0,8127,0.0019542712,56.28787878787879,20.589555061298462,4.424242424242424
1039872,4.076923076923077,48.44615384615385,0.31010664,232652.8,55.352482473852376,0.0037801806,0.0059042787,18344.05667257309,-9.780956887618228,-140.6153846153846,75.58862115199892,0.0,8192,0.0037801806,56.8,24.411378848001085,5.923076923076923
1049942,4.611940298507463,49.52238805970149,0.30449525,228397.85074626867,54.3562008773161,0.0028216972,0.005483226,18486.49696946144,-8.600797998868662,-121.04477611940298,78.32052994807599,0.0,8259,0.0028216972,55.76119402985075,21.679470051923992,5.388059701492537
1059907,3.5303030303030303,49.86363636363637,0.30779517,226769.45454545456,54.00768355763369,0.0024183544,0.0051201326,18632.49638557434,-8.961151216947393,-120.0,78.28740542109246,0.0,8325,0.0024183544,55.36363636363637,21.7125945789075,6.46969696969697
1069913,3.515151515151515,49.24242424242424,0.29337397,229313.9393939394,54.59209117782263,0.0021114673,0.00429707,18778.21138715744,-9.208107679442282,-131.36363636363637,76.73595766074448,0.0,8391,0.0021114673,55.984848484848484,23.2640423392555,6.484848484848484
1079885,5.134328358208955,49.91044776119403,0.30656657,226930.62686567163,54.004401585649916,0.0020653312,0.0041788,18928.109730243683,-8.521614175839263,-115.3731343283582,79.11033359558407,0.0,8458,0.0020653312,55.40298507462686,20.889666404415966,4.865671641791045
1089905,3.746268656716418,48.865671641791046,0.31702876,230782.08955223882,54.939544889516235,0.0025541394,0.006214774,19074.793686151505,-9.261033461818537,-130.8955223880597,76.97899533116612,0.0,8525,0.0025541394,56.343283582089555,23.02100466883386,6.253731343283582
1099880,4.134328358208955,50.44776119402985,0.32411602,224668.6567164179,53.48890585309091,0.0025438936,0.005733247,19221.063481092453,-8.729829249842153,-121.19402985074628,77.96233800283626,0.0,8592,0.0025438936,54.850746268656714,22.037661997163752,5.865671641791045
1109898,3.212121212121212,49.27272727272727,0.29948547,229438.0606060606,54.59245687054506,0.0017405826,0.003158071,19363.151123046875,-9.06490173589751,-129.24242424242425,77.1045901554683,0.0,8658,0.0017405826,56.015151515151516,22.895409844531684,6.787878787878788
