surrgain,entropy,MpbtN,TimestepsSoFar,Ptt,meankl,Tbt,TimeElapsed,AttNC,AttC,Tmc,MpbtA,optimgain,MtR,entloss,Tmt,EpisodesSoFar,TtR
0.0024912602,0.3772611,25.28080311780513,399859,56.32399198348521,0.0054890257,236643.09677419355,9103.681519985199,3.5,6.5,47.37096774193548,74.7191968821949,0.0024912602,-10.16451991679609,0.0,57.774193548387096,4003,-146.29032258064515
0.0018032752,0.3607683,23.39309489678352,409960,55.843455694454526,0.003334738,234480.24615384615,9246.852326393127,4.015384615384615,5.984615384615385,47.86153846153846,76.60690510321649,0.0018032752,-9.630286488232635,0.0,57.246153846153845,4068,-134.46153846153845
0.0017736978,0.3434904,22.4182095842644,419942,55.802724616196315,0.0023102502,234304.0,9390.8095099926,4.65625,5.34375,47.90625,77.58179041573561,0.0017736978,-9.148761564158425,0.0,57.203125,4132,-129.375
0.0019938413,0.3248226,23.06728998721713,429984,55.433690210219986,0.0044445074,232704.0,9538.023502349854,5.3125,4.6875,48.296875,76.93271001278288,0.0019938413,-9.338107544867238,0.0,56.8125,4196,-131.09375
0.0021707183,0.35272202,23.71140759822828,439871,54.59176204937804,0.0036964072,229249.96923076923,9684.853094100952,5.6461538461538465,4.3538461538461535,49.23076923076923,76.2885924017717,0.0021707183,-9.794825175751221,0.0,55.96923076923077,4261,-132.6153846153846
0.0017587703,0.36334717,22.954150837044377,449894,55.77094355931915,0.0027212268,234165.16923076924,9825.989342927933,4.723076923076923,5.276923076923077,47.93846153846154,77.04584916295562,0.0017587703,-9.322865520899,0.0,57.16923076923077,4326,-130.76923076923077
0.0022518556,0.35042506,22.15409734096367,459994,55.46815088728428,0.004354977,232975.51515151514,9968.987473249435,4.363636363636363,5.636363636363637,48.28787878787879,77.84590265903633,0.0022518556,-9.039100676807985,0.0,56.878787878787875,4392,-125.9090909090909
0.0019015516,0.32677194,24.480041101696738,469915,53.30507651171238,0.0026510907,223956.6769230769,10113.317185401917,3.8615384615384616,6.138461538461539,50.66153846153846,75.51995889830324,0.0019015516,-9.791747319556155,0.0,54.676923076923075,4457,-134.15384615384616
0.002182399,0.34083727,24.150154818536954,479983,54.71699008382341,0.0037857667,229681.67164179104,10259.510845184326,4.597014925373134,5.402985074626866,49.07462686567164,75.84984518146302,0.002182399,-9.9382218573726,0.0,56.07462686567164,4524,-135.67164179104478
0.0018964895,0.33803922,22.354070185912605,489888,55.046858517452044,0.0031455865,231113.69696969696,10405.013355016708,4.424242424242424,5.575757575757576,48.72727272727273,77.64592981408737,0.0018964895,-9.365237147341999,0.0,56.42424242424242,4590,-125.9090909090909
0.0020378134,0.35127577,23.05832123571883,499934,53.676228755184844,0.0037301197,225466.18181818182,10553.009922266006,3.757575757575758,6.242424242424242,50.24242424242424,76.94167876428114,0.0020378134,-9.143942659761464,0.0,55.04545454545455,4656,-126.21212121212122
0.0024043806,0.37802038,20.68908928811859,509856,55.02117691323634,0.004973525,231140.43076923076,10696.934163331985,3.9846153846153847,6.015384615384615,48.784615384615385,79.31091071188139,0.0024043806,-8.337047892723634,0.0,56.43076923076923,4721,-117.6923076923077
0.002895556,0.36082453,26.875829917196913,519864,56.13946220309472,0.004631015,235733.97014925373,10837.63681936264,1.5223880597014925,8.477611940298507,47.53731343283582,73.12417008280305,0.002895556,-10.405362583763331,0.0,57.55223880597015,4788,-155.82089552238807
0.0020143986,0.33894047,22.60919551919083,529927,54.78621600287987,0.004389909,230182.78787878787,10977.257397174835,3.6515151515151514,6.348484848484849,49.04545454545455,77.39080448080914,0.0020143986,-9.091366858365783,0.0,56.196969696969695,4854,-127.87878787878788
0.0022013474,0.31566152,23.962157485101617,539847,54.43727594347311,0.004318353,228507.15151515152,11118.010986566544,3.272727272727273,6.7272727272727275,49.378787878787875,76.0378425148984,0.0022013474,-9.378385041253043,0.0,55.78787878787879,4920,-133.78787878787878
0.0019789594,0.3021716,21.30288146143788,549903,53.68619256447245,0.0034808363,225341.1343283582,11265.083025693893,4.552238805970149,5.447761194029851,50.19402985074627,78.69711853856212,0.0019789594,-8.602006512044513,0.0,55.014925373134325,4987,-117.01492537313433
0.0017556308,0.30753493,21.699937828723687,559982,54.8305919661358,0.0034941023,230170.74626865672,11408.231165409088,5.134328358208955,4.865671641791045,48.95522388059702,78.30006217127632,0.0017556308,-8.91318040402481,0.0,56.19402985074627,5054,-121.34328358208955
0.0024491341,0.3024018,21.88800129891644,569993,53.34572581223316,0.0038945102,224162.9090909091,11559.021010875702,5.363636363636363,4.636363636363637,50.621212121212125,78.11199870108356,0.0024491341,-8.911117981052193,0.0,54.72727272727273,5120,-119.6969696969697
0.0022022033,0.31417596,23.261347818071727,579886,54.089787361504406,0.0042950236,227296.4923076923,11704.062019824982,5.107692307692307,4.892307692307693,49.815384615384616,76.73865218192827,0.0022022033,-9.633520530490927,0.0,55.49230769230769,5185,-129.3846153846154
0.0019998963,0.31013578,21.30935194422613,589930,54.33607373866212,0.0035048944,228153.31343283583,11852.00273323059,5.373134328358209,4.626865671641791,49.507462686567166,78.69064805577386,0.0019998963,-8.85650299370135,0.0,55.701492537313435,5252,-118.2089552238806
0.0019997002,0.29645237,22.235922914066897,599889,53.26736577578547,0.0033792376,223704.61538461538,11999.368420362473,5.430769230769231,4.569230769230769,50.676923076923075,77.76407708593308,0.0019997002,-8.898893421744933,0.0,54.61538461538461,5317,-121.38461538461539
0.0017734634,0.2925348,22.129940345425602,609959,52.853104266417546,0.0027812023,221928.72727272726,12145.980580568314,5.136363636363637,4.863636363636363,51.121212121212125,77.87005965457436,0.0017734634,-8.989034128197911,0.0,54.18181818181818,5383,-120.0
0.0017232456,0.3055614,21.243895229844284,619938,54.68137617370957,0.0038525988,229624.24242424243,12294.309336185455,5.863636363636363,4.136363636363637,49.13636363636363,78.7561047701557,0.0017232456,-8.820233328596423,0.0,56.06060606060606,5449,-118.78787878787878
0.0021654807,0.31995952,23.315280025658513,629967,55.601817819041464,0.0044245888,233472.0,12438.11401772499,3.78125,6.21875,48.125,76.68471997434149,0.0021654807,-9.232983133085988,0.0,57.0,5513,-133.75
0.001915564,0.3046283,21.333879145234686,639915,54.50898603765601,0.0030650129,228755.39393939395,12589.941340446472,5.196969696969697,4.803030303030303,49.28787878787879,78.66612085476531,0.001915564,-8.699542665240216,0.0,55.84848484848485,5579,-119.39393939393939
0.0020815001,0.29088417,21.781417774774827,649923,54.468129784059656,0.0033066943,228825.79104477612,12734.885484457016,4.582089552238806,5.417910447761194,49.38805970149254,78.21858222522518,0.0020815001,-8.995658036314039,0.0,55.865671641791046,5646,-121.94029850746269
0.0023621279,0.31088957,21.41063642027177,659966,53.876186756987344,0.005443855,226197.01492537314,12881.017192602158,5.477611940298507,4.522388059701493,50.0,78.5893635797282,0.0023621279,-8.937991880974062,0.0,55.223880597014926,5713,-118.35820895522389
0.001863675,0.30770314,22.469343146884448,669959,55.00387573092529,0.0032418426,230989.57575757575,13027.153304338455,3.196969696969697,6.803030303030303,48.78787878787879,77.53065685311556,0.001863675,-9.218156540063417,0.0,56.39393939393939,5779,-126.96969696969697
0.0021272774,0.31419876,22.360373848380313,679938,54.6807906986767,0.0035333764,229620.53731343284,13171.429376125336,3.4776119402985075,6.522388059701493,49.134328358208954,77.63962615161967,0.0021272774,-9.279948514197956,0.0,56.059701492537314,5846,-125.5223880597015
0.0021222678,0.31857398,21.322617509446243,689981,53.847237925439494,0.0038646809,226335.0303030303,13319.230946540833,4.681818181818182,5.318181818181818,50.09090909090909,78.67738249055377,0.0021222678,-8.643879394328138,0.0,55.25757575757576,5912,-117.72727272727273
0.0022926065,0.33113053,24.561012408847002,699866,56.08091338322335,0.0041070078,235582.0606060606,13467.60428762436,4.121212121212121,5.878787878787879,47.621212121212125,75.43898759115304,0.0022926065,-9.895611557019764,0.0,57.515151515151516,5978,-144.24242424242425
0.002548819,0.3198751,24.318128206635894,709953,54.96425469078992,0.004029986,231002.35294117648,13612.813291788101,3.8529411764705883,6.147058823529412,48.86764705882353,75.68187179336408,0.002548819,-9.83935780878641,0.0,56.39705882352941,6046,-138.8235294117647
0.0021645625,0.2952961,22.71933165045327,719959,53.614604176840004,0.004201441,225341.1343283582,13756.692975997925,3.328358208955224,6.6716417910447765,50.343283582089555,77.28066834954673,0.0021645625,-9.114715495551856,0.0,55.014925373134325,6113,-125.67164179104478
0.0021367804,0.2950023,21.227388913615687,729926,54.11795072329818,0.0040819594,227052.89552238805,13900.930646181107,3.8358208955223883,6.164179104477612,49.701492537313435,78.7726110863843,0.0021367804,-8.680764823431915,0.0,55.43283582089552,6180,-117.91044776119404
0.0025996168,0.3199024,21.184126440744606,739928,52.97216328629554,0.0045424593,222549.33333333334,14046.404154539108,4.863636363636363,5.136363636363637,51.015151515151516,78.8158735592554,0.0025996168,-8.514111472331022,0.0,54.333333333333336,6246,-114.54545454545455
0.0028008062,0.32301503,21.80434821899738,749927,53.34090412185298,0.0052342443,224082.70769230768,14191.813552618027,4.015384615384615,5.984615384615385,50.61538461538461,78.19565178100261,0.0028008062,-8.590040382314296,0.0,54.707692307692305,6311,-119.6923076923077
0.0021171477,0.31693164,20.55562125828162,759901,53.55539804996601,0.0030911195,224907.63636363635,14335.891174316406,3.893939393939394,6.106060606060606,50.36363636363637,79.44437874171837,0.0021171477,-8.206107379225152,0.0,54.90909090909091,6377,-112.57575757575758
0.0026607618,0.33241704,22.633325570790078,769884,54.57830375675775,0.004608785,229060.92307692306,14479.948668003082,3.3384615384615386,6.661538461538462,49.215384615384615,77.36667442920995,0.0026607618,-9.216084912255425,0.0,55.92307692307692,6442,-126.61538461538461
0.0022973919,0.32339254,21.74222523102282,779952,53.804925193457066,0.0037455005,226099.2,14623.411732435226,3.230769230769231,6.769230769230769,50.12307692307692,78.25777476897717,0.0022973919,-8.58272261336338,0.0,55.2,6507,-120.15384615384616
0.0023273407,0.29901373,22.36338846836212,789940,53.697076336235114,0.004254012,225658.0923076923,14769.393282175064,3.292307692307692,6.707692307692308,50.246153846153845,77.63661153163787,0.0023273407,-8.875084652386004,0.0,55.09230769230769,6572,-123.23076923076923
0.002037977,0.29529414,20.97606123104937,799904,53.591021920394944,0.0037810102,224907.63636363635,14917.638241291046,4.106060606060606,5.893939393939394,50.28787878787879,79.02393876895064,0.002037977,-8.6102629116178,0.0,54.90909090909091,6638,-115.15151515151516
0.0026919611,0.3140503,20.070715127931653,809917,54.00440147820342,0.005286892,226686.08955223882,15064.088851928711,3.985074626865672,6.014925373134329,49.850746268656714,79.92928487206837,0.0026919611,-8.233260843330491,0.0,55.343283582089555,6705,-111.34328358208955
0.0019266009,0.31059805,23.362557906706975,819869,53.55173277085435,0.0028944525,224913.19402985074,15210.82335639,3.582089552238806,6.417910447761194,50.37313432835821,76.63744209329302,0.0019266009,-9.258762219645677,0.0,54.91044776119403,6772,-128.955223880597
0.0023179096,0.29937443,24.460140764299542,829889,53.96369642669235,0.0041965856,226725.64705882352,15355.523467540741,3.176470588235294,6.823529411764706,49.94117647058823,75.53985923570043,0.0023179096,-9.690751737746538,0.0,55.35294117647059,6840,-136.76470588235293
0.00211154,0.29938346,20.87582449509432,839990,53.04902605061338,0.004526349,222956.89552238805,15499.357399702072,4.298507462686567,5.701492537313433,50.95522388059702,79.12417550490568,0.00211154,-8.488433283053652,0.0,54.43283582089552,6907,-113.88059701492537
0.0017634607,0.3086532,21.04909603509914,849985,52.99980153204458,0.0030233234,222590.08955223882,15649.416996240616,4.029850746268656,5.970149253731344,50.97014925373134,78.95090396490089,0.0017634607,-8.463756331819138,0.0,54.343283582089555,6974,-115.07462686567165
0.0020608087,0.31229144,21.826939931273127,859998,54.07686192902691,0.0033300933,227087.0588235294,15795.81586432457,3.823529411764706,6.176470588235294,49.794117647058826,78.17306006872684,0.0020608087,-8.808998457325046,0.0,55.44117647058823,7042,-121.02941176470588
0.002107751,0.29642946,22.36659592373306,869873,54.12109161903603,0.0041154646,227265.9393939394,15941.952185869217,3.8181818181818183,6.181818181818182,49.74242424242424,77.63340407626696,0.002107751,-8.984503360333251,0.0,55.484848484848484,7108,-125.0
0.0019584424,0.30637652,21.50954880606487,879867,54.03983608351708,0.003584093,226991.76119402985,16091.751264095306,5.074626865671642,4.925373134328358,49.850746268656714,78.49045119393513,0.0019584424,-8.813531305645881,0.0,55.417910447761194,7175,-119.1044776119403
0.0027888927,0.29281363,22.379835968307894,889930,53.98077253068026,0.0052650464,226869.49253731343,16236.80998826027,4.014925373134329,5.985074626865671,49.940298507462686,77.62016403169213,0.0027888927,-9.081216222240009,0.0,55.38805970149254,7242,-124.17910447761194
0.0026052066,0.30311468,20.75569225728313,899872,54.028008838652354,0.0051801307,226893.57575757575,16384.759224176407,5.363636363636363,4.636363636363637,49.84848484848485,79.24430774271687,0.0026052066,-8.596984573323528,0.0,55.39393939393939,7308,-115.3030303030303
0.0023201678,0.3134422,22.23200299437344,909901,53.99710599779205,0.0039576413,226747.223880597,16529.522705554962,4.0,6.0,49.88059701492537,77.76799700562654,0.0023201678,-9.090372561333846,0.0,55.35820895522388,7375,-123.43283582089552
0.002095668,0.29280353,22.92830105145715,919955,53.43023986941574,0.0037969144,224362.98507462686,16672.637983083725,4.402985074626866,5.597014925373134,50.492537313432834,77.07169894854285,0.002095668,-9.071393123093598,0.0,54.776119402985074,7442,-125.82089552238806
0.0028288027,0.2952284,22.48339182132505,929991,53.78405845896175,0.0047834353,225952.4776119403,16821.20311975479,4.955223880597015,5.044776119402985,50.134328358208954,77.51660817867491,0.0028288027,-9.130954664357569,0.0,55.16417910447761,7509,-124.32835820895522
0.0025493116,0.2994292,19.558073958230562,939985,53.77761282267548,0.004902292,225891.3432835821,16965.492418050766,4.492537313432836,5.507462686567164,50.134328358208954,80.44192604176943,0.0025493116,-8.096414020272753,0.0,55.149253731343286,7576,-108.05970149253731
0.0020373191,0.29400665,23.61037268733549,949905,54.18027522906816,0.0034132423,227541.97014925373,17111.481852531433,2.8507462686567164,7.149253731343284,49.6865671641791,76.38962731266452,0.0020373191,-9.420087402649507,0.0,55.55223880597015,7643,-131.19402985074626
0.0023768856,0.29231653,22.46842669201406,959968,54.65889743191859,0.004844127,229498.26865671642,17256.384006500244,3.8805970149253732,6.119402985074627,49.149253731343286,77.53157330798592,0.0023768856,-9.063822239926473,0.0,56.02985074626866,7710,-126.56716417910448
0.002322124,0.28786853,21.52403674199465,969911,53.06089507226928,0.0032523554,222859.63636363635,17400.86281466484,3.6363636363636362,6.363636363636363,50.90909090909091,78.47596325800536,0.002322124,-8.406185156386982,0.0,54.40909090909091,7776,-117.12121212121212
0.0022674275,0.28807637,21.942681619446187,979893,54.06036764869686,0.00381692,226930.62686567163,17545.769918441772,3.5522388059701493,6.447761194029851,49.791044776119406,78.0573183805538,0.0022674275,-8.950986487673037,0.0,55.40298507462686,7843,-121.19402985074628
0.0021382961,0.30196476,21.352864125878497,989865,53.36027807356994,0.0038303407,224179.58208955225,17692.038536071777,3.7761194029850746,6.223880597014926,50.59701492537314,78.6471358741215,0.0021382961,-8.415830296271913,0.0,54.73134328358209,7910,-116.71641791044776
0.0030129456,0.32537052,23.029626708995004,999913,53.46601588588415,0.004640672,224424.1194029851,17839.802358865738,3.4776119402985075,6.522388059701493,50.43283582089552,76.97037329100499,0.0030129456,-9.167668195585643,0.0,54.791044776119406,7977,-126.41791044776119
0.0023149578,0.3366861,23.28625741676064,1009886,56.16330329961272,0.003958705,235795.10447761195,17981.997045516968,2.8656716417910446,7.134328358208955,47.507462686567166,76.71374258323937,0.0023149578,-9.333634582568628,0.0,57.56716417910448,8044,-134.92537313432837
0.0030403621,0.3175864,24.626426834527923,1019953,54.834296805084755,0.0044656824,230293.01492537314,18125.52988576889,2.1492537313432836,7.850746268656716,48.97014925373134,75.37357316547205,0.0030403621,-9.671828634901475,0.0,56.223880597014926,8111,-139.2537313432836
0.0027004352,0.30925348,24.04134712191201,1029896,54.59607609710146,0.0045098723,229253.73134328358,18269.619721889496,2.1791044776119404,7.82089552238806,49.223880597014926,75.958652878088,0.0027004352,-9.48701269206573,0.0,55.97014925373134,8178,-135.97014925373134
0.0028947021,0.29049686,24.190639433586327,1039914,54.36377763991672,0.004269658,228264.22857142857,18413.220073223114,1.7142857142857142,8.285714285714286,49.47142857142857,75.80936056641367,0.0028947021,-9.499382061959478,0.0,55.72857142857143,8248,-136.0
0.002678869,0.28065664,22.023055209165708,1049928,52.83757944653305,0.0042558955,221906.82352941178,18558.90077972412,2.3676470588235294,7.632352941176471,51.14705882352941,77.9769447908343,0.002678869,-8.679383291128078,0.0,54.1764705882353,8316,-119.41176470588235
0.0022187652,0.29696634,21.57264189930001,1059904,53.1979248555835,0.004018762,223445.97014925373,18702.783143043518,2.4029850746268657,7.597014925373134,50.76119402985075,78.42735810069998,0.0022187652,-8.637228399374358,0.0,54.55223880597015,8383,-117.91044776119404
0.002158439,0.3033723,23.311456869227634,1069974,54.17229598668651,0.002974751,227480.83582089553,18850.19381570816,2.08955223880597,7.91044776119403,49.6865671641791,76.68854313077236,0.002158439,-9.159297287598253,0.0,55.53731343283582,8450,-129.70149253731344
0.0024898055,0.3016212,23.6545525157614,1079852,54.06353613747743,0.0036166918,227017.69696969696,18993.163415431976,2.0,8.0,49.803030303030305,76.3454474842386,0.0024898055,-9.226692446683018,0.0,55.42424242424242,8516,-130.75757575757575
0.001726516,0.2943272,23.87010915668177,1089876,54.57971687417393,0.002147118,229189.81818181818,19139.698291778564,1.8484848484848484,8.151515151515152,49.24242424242424,76.12989084331821,0.001726516,-9.469674305153593,0.0,55.95454545454545,8582,-133.78787878787878
0.0026747666,0.309653,23.08231798836252,1099974,54.96967196586011,0.0040409425,230843.223880597,19283.584511756897,1.373134328358209,8.626865671641792,48.82089552238806,76.91768201163747,0.0026747666,-9.146543374942976,0.0,56.35820895522388,8649,-129.8507462686567
